device_type, software_version, UID,Test, batch, weekday, timestamp_iso8601, decimal_hour, bandwidth_FWHM_nm, field_of_view_FWHM_DEG, irradiance_410nm_purple_wavelength_nm, irradiance_410nm_purple_wavelength_uncertainty_nm, irradiance_410nm_purple_irradiance_uW_per_cm_squared, irradiance_410nm_purple_irradiance_uncertainty_uW_per_cm_squared, irradiance_435nm_blue_wavelength_nm, irradiance_435nm_blue_wavelength_uncertainty_nm, irradiance_435nm_blue_irradiance_uW_per_cm_squared, irradiance_435nm_blue_irradiance_uncertainty_uW_per_cm_squared, irradiance_460nm_dodgerblue_wavelength_nm, irradiance_460nm_dodgerblue_wavelength_uncertainty_nm, irradiance_460nm_dodgerblue_irradiance_uW_per_cm_squared, irradiance_460nm_dodgerblue_irradiance_uncertainty_uW_per_cm_squared, irradiance_485nm_cyan_wavelength_nm, irradiance_485nm_cyan_wavelength_uncertainty_nm, irradiance_485nm_cyan_irradiance_uW_per_cm_squared, irradiance_485nm_cyan_irradiance_uncertainty_uW_per_cm_squared, irradiance_510nm_green_wavelength_nm, irradiance_510nm_green_wavelength_uncertainty_nm, irradiance_510nm_green_irradiance_uW_per_cm_squared, irradiance_510nm_green_irradiance_uncertainty_uW_per_cm_squared, irradiance_535nm_aquamarine_wavelength_nm, irradiance_535nm_aquamarine_wavelength_uncertainty_nm, irradiance_535nm_aquamarine_irradiance_uW_per_cm_squared, irradiance_535nm_aquamarine_irradiance_uncertainty_uW_per_cm_squared, irradiance_560nm_limegreen_wavelength_nm, irradiance_560nm_limegreen_wavelength_uncertainty_nm, irradiance_560nm_limegreen_irradiance_uW_per_cm_squared, irradiance_560nm_limegreen_irradiance_uncertainty_uW_per_cm_squared, irradiance_585nm_yellow_wavelength_nm, irradiance_585nm_yellow_wavelength_uncertainty_nm, irradiance_585nm_yellow_irradiance_uW_per_cm_squared, irradiance_585nm_yellow_irradiance_uncertainty_uW_per_cm_squared, irradiance_610nm_orange_wavelength_nm, irradiance_610nm_orange_wavelength_uncertainty_nm, irradiance_610nm_orange_irradiance_uW_per_cm_squared, irradiance_610nm_orange_irradiance_uncertainty_uW_per_cm_squared, irradiance_645nm_red_wavelength_nm, irradiance_645nm_red_wavelength_uncertainty_nm, irradiance_645nm_red_irradiance_uW_per_cm_squared, irradiance_645nm_red_irradiance_uncertainty_uW_per_cm_squared, irradiance_680nm_black_wavelength_nm, irradiance_680nm_black_wavelength_uncertainty_nm, irradiance_680nm_black_irradiance_uW_per_cm_squared, irradiance_680nm_black_irradiance_uncertainty_uW_per_cm_squared, irradiance_705nm_brown_wavelength_nm, irradiance_705nm_brown_wavelength_uncertainty_nm, irradiance_705nm_brown_irradiance_uW_per_cm_squared, irradiance_705nm_brown_irradiance_uncertainty_uW_per_cm_squared, irradiance_730nm_gray_wavelength_nm, irradiance_730nm_gray_wavelength_uncertainty_nm, irradiance_730nm_gray_irradiance_uW_per_cm_squared, irradiance_730nm_gray_irradiance_uncertainty_uW_per_cm_squared, irradiance_760nm_silver_wavelength_nm, irradiance_760nm_silver_wavelength_uncertainty_nm, irradiance_760nm_silver_irradiance_uW_per_cm_squared, irradiance_760nm_silver_irradiance_uncertainty_uW_per_cm_squared, irradiance_810nm_lightgray_wavelength_nm, irradiance_810nm_lightgray_wavelength_uncertainty_nm, irradiance_810nm_lightgray_irradiance_uW_per_cm_squared, irradiance_810nm_lightgray_irradiance_uncertainty_uW_per_cm_squared, irradiance_860nm_linen_wavelength_nm, irradiance_860nm_linen_wavelength_uncertainty_nm, irradiance_860nm_linen_irradiance_uW_per_cm_squared, irradiance_860nm_linen_irradiance_uncertainty_uW_per_cm_squared, irradiance_900nm_wheat_wavelength_nm, irradiance_900nm_wheat_wavelength_uncertainty_nm, irradiance_900nm_wheat_irradiance_uW_per_cm_squared, irradiance_900nm_wheat_irradiance_uncertainty_uW_per_cm_squared, irradiance_940nm_gold_wavelength_nm, irradiance_940nm_gold_wavelength_uncertainty_nm, irradiance_940nm_gold_irradiance_uW_per_cm_squared, irradiance_940nm_gold_irradiance_uncertainty_uW_per_cm_squared, battery_voltage, battery_percent
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193204Z,19.5344,20,20,410,10,1563.93,187.671,435,10,1666.4,199.968,460,10,2723.1,326.772,485,10,1651.53,198.184,510,10,1891.2,226.944,535,10,2250.15,270.018,560,10,1549.57,185.948,585,10,1636.54,196.385,610,10,2708.59,325.031,645,10,977.429,117.291,680,10,2471.67,296.601,705,10,1639.15,196.698,730,10,7817.59,938.11,760,10,9110.02,1093.2,810,10,9817.57,1178.11,860,10,10549.6,1265.95,900,10,2770.07,332.408,940,10,1582.94,189.952,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193206Z,19.535,20,20,410,10,1518.83,182.26,435,10,1631.77,195.812,460,10,2665.53,319.864,485,10,1612.47,193.497,510,10,1838.51,220.621,535,10,2276.73,273.208,560,10,1553.07,186.368,585,10,1597.37,191.684,610,10,2520.57,302.469,645,10,960.774,115.293,680,10,2619.25,314.31,705,10,1713.52,205.622,730,10,6977.13,837.255,760,10,8243.38,989.206,810,10,9309.85,1117.18,860,10,10590.7,1270.88,900,10,2573.36,308.803,940,10,1479.7,177.564,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193207Z,19.5353,20,20,410,10,1511.17,181.341,435,10,1565.38,187.846,460,10,2528.13,303.375,485,10,1630.3,195.636,510,10,1742.72,209.126,535,10,2064.69,247.762,560,10,1441.54,172.985,585,10,1502.59,180.311,610,10,2549.06,305.887,645,10,962.625,115.515,680,10,2647.11,317.654,705,10,1615.72,193.886,730,10,6315.59,757.871,760,10,7113.7,853.644,810,10,8395.95,1007.51,860,10,9689.51,1162.74,900,10,2254.4,270.528,940,10,1370.29,164.435,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193209Z,19.5358,20,20,410,10,1605.62,192.675,435,10,1724.13,206.896,460,10,2634.9,316.187,485,10,1772.95,212.755,510,10,1882.3,225.876,535,10,2095.81,251.498,560,10,1506.27,180.752,585,10,1660.98,199.317,610,10,3060.7,367.284,645,10,1147.67,137.721,680,10,2774.05,332.886,705,10,1600.78,192.093,730,10,6711.1,805.332,760,10,7415.5,889.86,810,10,8414.49,1009.74,860,10,9646.04,1157.52,900,10,2338.31,280.597,940,10,1460.29,175.235,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193211Z,19.5364,20,20,410,10,1660.08,199.21,435,10,1760.69,211.283,460,10,2724.95,326.994,485,10,1768.71,212.245,510,10,1956.2,234.744,535,10,2250.79,270.095,560,10,1587.18,190.462,585,10,1682.04,201.845,610,10,2840.77,340.893,645,10,1009.26,121.111,680,10,2317.9,278.148,705,10,1575.31,189.037,730,10,7648.87,917.864,760,10,8668.87,1040.26,810,10,9478.29,1137.39,860,10,10154.8,1218.57,900,10,2630.59,315.671,940,10,1598.82,191.858,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193212Z,19.5367,20,20,410,10,1713.69,205.642,435,10,1820.34,218.441,460,10,2827.08,339.25,485,10,1833.24,219.989,510,10,2072.52,248.702,535,10,2297.48,275.698,560,10,1571.44,188.572,585,10,1757.02,210.842,610,10,2812.29,337.474,645,10,1042.57,125.108,680,10,2599.64,311.957,705,10,1678.2,201.384,730,10,8041.24,964.948,760,10,8962.42,1075.49,810,10,9957.8,1194.94,860,10,10446.2,1253.54,900,10,2723.39,326.807,940,10,1670.29,200.435,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193214Z,19.5372,20,20,410,10,1713.69,205.642,435,10,1784.74,214.169,460,10,2834.51,340.141,485,10,1707.57,204.909,510,10,1874.09,224.891,535,10,2404.48,288.537,560,10,1616.92,194.031,585,10,1651.71,198.205,610,10,2578.69,309.442,645,10,918.583,110.23,680,10,2812.24,337.468,705,10,1796.38,215.565,730,10,8432.82,1011.94,760,10,9608.89,1153.07,810,10,10646.1,1277.53,860,10,11671.6,1400.59,900,10,2872.32,344.678,940,10,1740,208.8,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193215Z,19.5375,20,20,410,10,1750.27,210.033,435,10,1770.31,212.438,460,10,2655.32,318.638,485,10,1618.42,194.21,510,10,1811.83,217.419,535,10,2146.39,257.567,560,10,1478.72,177.446,585,10,1526.18,183.141,610,10,2326.86,279.223,645,10,858.627,103.035,680,10,2360.22,283.226,705,10,1594.32,191.319,730,10,7914.11,949.693,760,10,8789.26,1054.71,810,10,10092.4,1211.09,860,10,11071.2,1328.54,900,10,2717.28,326.074,940,10,1674.7,200.964,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193217Z,19.5381,20,20,410,10,1563.93,187.671,435,10,1642.35,197.082,460,10,2472.42,296.69,485,10,1670.21,200.425,510,10,1879.57,225.548,535,10,1966.12,235.935,560,10,1452.47,174.297,585,10,1554.4,186.528,610,10,2578.69,309.442,645,10,921.914,110.63,680,10,2097.05,251.646,705,10,1458.15,174.978,730,10,6902.58,828.309,760,10,7758.53,931.023,810,10,8661.1,1039.33,860,10,9764.71,1171.76,900,10,2451.11,294.133,940,10,1492.06,179.047,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193218Z,19.5383,20,20,410,10,1684.75,202.171,435,10,1732.79,207.935,460,10,2606.11,312.734,485,10,1761.07,211.328,510,10,1887.78,226.533,535,10,2123.05,254.766,560,10,1514.14,181.697,585,10,1626.01,195.122,610,10,2904.59,348.55,645,10,1083.28,129.993,680,10,2794.69,335.363,705,10,1647.3,197.676,730,10,7401.67,888.2,760,10,7901.18,948.141,810,10,8664.32,1039.72,860,10,9142,1097.04,900,10,2397.21,287.665,940,10,1529.11,183.494,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193220Z,19.5389,20,20,410,10,1646.46,197.576,435,10,1724.13,206.896,460,10,2584.76,310.171,485,10,1714.37,205.724,510,10,1959.62,235.154,535,10,2187.89,262.547,560,10,1611.67,193.401,585,10,1678.67,201.44,610,10,2877.24,345.268,645,10,1025.91,123.109,680,10,2847.33,341.679,705,10,1675.82,201.099,730,10,7288.67,874.641,760,10,7702.46,924.294,810,10,8935.91,1072.31,860,10,9548.52,1145.82,900,10,2383.32,285.998,940,10,1499.11,179.894,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193222Z,19.5394,20,20,410,10,1630.3,195.636,435,10,1710.66,205.279,460,10,2601.47,312.176,485,10,1732.2,207.864,510,10,1915.83,229.9,535,10,2198.92,263.87,560,10,1611.67,193.401,585,10,1644.97,197.396,610,10,2804.31,336.517,645,10,1017.77,122.132,680,10,2840.1,340.812,705,10,1676.5,201.18,730,10,7474.65,896.959,760,10,7806.35,936.762,810,10,9137.39,1096.49,860,10,9842.25,1181.07,900,10,2400.54,288.065,940,10,1535.29,184.235,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193223Z,19.5397,20,20,410,10,1630.3,195.636,435,10,1694.3,203.317,460,10,2554.12,306.494,485,10,1758.52,211.022,510,10,1880.25,225.63,535,10,2154.82,258.579,560,10,1588.06,190.567,585,10,1622.22,194.667,610,10,2914.84,349.781,645,10,1052.93,126.351,680,10,2758.57,331.029,705,10,1661.22,199.347,730,10,7152.13,858.255,760,10,7922.62,950.714,810,10,9148.67,1097.84,860,10,10018.5,1202.22,900,10,2414.43,289.732,940,10,1512.35,181.482,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193225Z,19.5403,20,20,410,10,1703.47,204.417,435,10,1829.96,219.596,460,10,2763.02,331.562,485,10,1821.35,218.562,510,10,2012.31,241.477,535,10,2191.78,263.014,560,10,1583.25,189.989,585,10,1703.94,204.473,610,10,3211.11,385.333,645,10,1207.63,144.915,680,10,3138.35,376.602,705,10,1725.06,207.008,730,10,7184.3,862.116,760,10,7218.42,866.21,810,10,7769.76,932.371,860,10,8386.54,1006.38,900,10,2284.96,274.195,940,10,1492.06,179.047,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193226Z,19.5406,20,20,410,10,1672.84,200.741,435,10,1765.5,211.86,460,10,2673.89,320.867,485,10,1786.54,214.385,510,10,1949.36,233.923,535,10,2123.05,254.766,560,10,1560.5,187.26,585,10,1652.55,198.306,610,10,3094.88,371.386,645,10,1193.94,143.272,680,10,3111.52,373.382,705,10,1702.99,204.359,730,10,6802.92,816.35,760,10,7143.38,857.206,810,10,8049.41,965.929,860,10,8929.34,1071.52,900,10,2258.29,270.994,940,10,1481.47,177.776,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193228Z,19.5411,20,20,410,10,1706.03,204.723,435,10,1803.02,216.363,460,10,2742.59,329.111,485,10,1774.65,212.958,510,10,1917.2,230.064,535,10,2093.87,251.264,560,10,1526.83,183.219,585,10,1620.96,194.515,610,10,3044.74,365.369,645,10,1268.7,152.243,680,10,3014.51,361.741,705,10,1650.02,198.002,730,10,6735.43,808.251,760,10,6816.85,818.022,810,10,7761.7,931.404,860,10,8835.35,1060.24,900,10,2226.61,267.194,940,10,1483.23,177.988,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193230Z,19.5417,20,20,410,10,1694.97,203.396,435,10,1769.35,212.322,460,10,2671.1,320.532,485,10,1767.01,212.041,510,10,1907.62,228.914,535,10,2102.95,252.354,560,10,1553.94,186.473,585,10,1628.54,195.425,610,10,2985.49,358.259,645,10,1210.96,145.315,680,10,3135.26,376.231,705,10,1716.91,206.03,730,10,6656.17,798.74,760,10,6620.6,794.471,810,10,8049.41,965.929,860,10,9171.38,1100.56,900,10,2178.27,261.392,940,10,1447.06,173.647,4.15,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193231Z,19.5419,20,20,410,10,1717.09,206.051,435,10,1739.52,208.743,460,10,2580.12,309.614,485,10,1833.24,219.989,510,10,1926.09,231.131,535,10,2055.61,246.673,560,10,1548.26,185.791,585,10,1643.71,197.245,610,10,3051.58,366.19,645,10,1196.53,143.583,680,10,3105.33,372.639,705,10,1673.45,200.814,730,10,6988.12,838.574,760,10,6833.34,820.001,810,10,8364.52,1003.74,860,10,9295.92,1115.51,900,10,2202.72,264.326,940,10,1486.76,178.411,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193233Z,19.5425,20,20,410,10,1754.53,210.543,435,10,1879.99,225.599,460,10,2829.87,339.584,485,10,1943.63,233.235,510,10,2142.99,257.159,535,10,2324.07,278.888,560,10,1743.76,209.251,585,10,1828.21,219.385,610,10,3391.15,406.938,645,10,1209.11,145.093,680,10,3003.16,360.379,705,10,1734.91,208.189,730,10,7242.37,869.085,760,10,7705.75,924.69,810,10,9080.17,1089.62,860,10,10436.8,1252.41,900,10,2423.32,290.799,940,10,1515,181.8,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193234Z,19.5428,20,20,410,10,1767.29,212.075,435,10,1824.19,218.903,460,10,2735.17,328.22,485,10,1863.81,223.657,510,10,2006.15,240.738,535,10,2315.64,277.877,560,10,1621.73,194.608,585,10,1744.8,209.377,610,10,3042.46,365.096,645,10,1087.35,130.482,680,10,3007.29,360.874,705,10,1789.92,214.791,730,10,8191.12,982.935,760,10,8682.89,1041.95,810,10,10177.8,1221.34,860,10,10850.3,1302.04,900,10,2663.93,319.672,940,10,1620.88,194.505,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193236Z,19.5433,20,20,410,10,1763.04,211.564,435,10,1875.19,225.022,460,10,2820.58,338.47,485,10,1997.97,239.756,510,10,2119.73,254.367,535,10,2364.92,283.791,560,10,1731.07,207.729,585,10,1862.75,223.53,610,10,3358.11,402.973,645,10,1197.27,143.672,680,10,2709.04,325.084,705,10,1802.15,216.258,730,10,8108.72,973.047,760,10,8858.52,1063.02,810,10,9877.21,1185.26,860,10,10744.6,1289.35,900,10,2698.94,323.873,940,10,1654.41,198.529,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193237Z,19.5436,20,20,410,10,1732.4,207.888,435,10,1841.51,220.981,460,10,2764.88,331.785,485,10,1940.23,232.828,510,10,2094.41,251.329,535,10,2317.59,278.11,560,10,1693.46,203.215,585,10,1821.05,218.526,610,10,3361.53,403.383,645,10,1197.64,143.716,680,10,2856.61,342.794,705,10,1792.3,215.076,730,10,7969.83,956.379,760,10,8472.62,1016.71,810,10,9598.37,1151.8,860,10,10432.1,1251.85,900,10,2596.14,311.537,940,10,1608.53,193.023,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193239Z,19.5442,20,20,410,10,1777.5,213.3,435,10,1848.24,221.789,460,10,2816.87,338.024,485,10,1857.87,222.944,510,10,2031.46,243.776,535,10,2307.21,276.865,560,10,1605.99,192.719,585,10,1753.65,210.438,610,10,3148.44,377.812,645,10,1158.04,138.964,680,10,3110.49,373.259,705,10,1809.96,217.195,730,10,7923.53,950.823,760,10,8127.94,975.353,810,10,9417.04,1130.04,860,10,10025.5,1203.06,900,10,2515.57,301.868,940,10,1592.64,191.117,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193241Z,19.5447,20,20,410,10,1652.42,198.291,435,10,1803.02,216.363,460,10,2796.44,335.573,485,10,1880.79,225.695,510,10,2053.36,246.403,535,10,2271.55,272.585,560,10,1718.39,206.207,585,10,1771.76,212.612,610,10,3149.58,377.949,645,10,1126.21,135.145,680,10,2793.66,335.239,705,10,1817.43,218.091,730,10,7989.45,958.733,760,10,8720.82,1046.5,810,10,9585.47,1150.26,860,10,10134.8,1216.18,900,10,2623.93,314.871,940,10,1574.11,188.894,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193242Z,19.545,20,20,410,10,1629.45,195.534,435,10,1752.99,210.359,460,10,2607.97,312.956,485,10,1885.04,226.205,510,10,1991.09,238.931,535,10,2160.66,259.279,560,10,1621.73,194.608,585,10,1703.94,204.473,610,10,3321.64,398.597,645,10,1195.79,143.494,680,10,2960.85,355.302,705,10,1638.13,196.576,730,10,6736.21,808.345,760,10,7072.47,848.696,810,10,8169.49,980.339,860,10,8956.37,1074.76,900,10,2250.51,270.061,940,10,1462.06,175.447,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193244Z,19.5456,20,20,410,10,1651.57,198.188,435,10,1714.51,205.741,460,10,2520.7,302.484,485,10,1931.74,231.809,510,10,2025.99,243.119,535,10,2150.28,258.034,560,10,1711.83,205.42,585,10,1719.11,206.293,610,10,3129.07,375.488,645,10,1188.75,142.651,680,10,2994.9,359.388,705,10,1694.16,203.299,730,10,6904.93,828.592,760,10,7276.14,873.137,810,10,8487.02,1018.44,860,10,9398.13,1127.78,900,10,2291.63,274.995,940,10,1442.64,173.117,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193245Z,19.5458,20,20,410,10,1682.2,201.864,435,10,1854.98,222.598,460,10,2727.74,327.329,485,10,1942.78,233.133,510,10,2158.73,259.047,535,10,2265.06,271.807,560,10,1684.28,202.113,585,10,1826.11,219.133,610,10,3645.26,437.431,645,10,1340.12,160.815,680,10,3177.57,381.308,705,10,1717.25,206.07,730,10,6830.38,819.646,760,10,6946.31,833.557,810,10,7946.26,953.551,860,10,8851.8,1062.22,900,10,2214.94,265.793,940,10,1426.76,171.211,4.15,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193247Z,19.5464,20,20,410,10,1626.04,195.125,435,10,1753.96,210.475,460,10,2564.33,307.72,485,10,2029.39,243.527,510,10,2131.36,255.763,535,10,2205.4,264.648,560,10,1684.28,202.113,585,10,1829.48,219.537,610,10,3654.38,438.525,645,10,1290.53,154.864,680,10,3299.35,395.922,705,10,1713.18,205.581,730,10,6275.57,753.068,760,10,6448.26,773.791,810,10,7830.21,939.624,860,10,8513.43,1021.61,900,10,2091.03,250.923,940,10,1332.35,159.882,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193248Z,19.5467,20,20,410,10,1650.72,198.086,435,10,1798.21,215.786,460,10,2646.04,317.524,485,10,2217.04,266.045,510,10,2299.68,275.962,535,10,2363.63,283.635,560,10,2027.17,243.26,585,10,1962.17,235.46,610,10,3802.51,456.301,645,10,1334.57,160.149,680,10,3752.4,450.288,705,10,1990.95,238.914,730,10,6673.44,800.812,760,10,7168.12,860.175,810,10,8602.27,1032.27,860,10,9865.75,1183.89,900,10,2234.39,268.127,940,10,1399.41,167.929,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193250Z,19.5472,20,20,410,10,1552.87,186.344,435,10,1673.14,200.776,460,10,2597.76,311.731,485,10,1778.05,213.366,510,10,2058.15,246.978,535,10,2250.15,270.018,560,10,1705.71,204.685,585,10,1696.36,203.563,610,10,3317.08,398.05,645,10,1128.43,135.411,680,10,3425.25,411.03,705,10,1795.7,215.483,730,10,6258.3,750.997,760,10,6513.4,781.608,810,10,7583.6,910.032,860,10,8435.88,1012.3,900,10,2076.02,249.123,940,10,1344.7,161.364,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193252Z,19.5478,20,20,410,10,1780.05,213.607,435,10,1895.39,227.447,460,10,2828.94,339.472,485,10,2043.82,245.259,510,10,2208.68,265.041,535,10,2230.04,267.605,560,10,1615.17,193.821,585,10,1816.42,217.97,610,10,3541.57,424.988,645,10,1396.01,167.521,680,10,3279.74,393.569,705,10,1722.35,206.682,730,10,7007.73,840.928,760,10,7092.26,851.071,810,10,7902.74,948.328,860,10,8258.47,991.016,900,10,2252.73,270.328,940,10,1480.58,177.67,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193253Z,19.548,20,20,410,10,1753.68,210.441,435,10,1874.22,224.907,460,10,2798.3,335.796,485,10,2137.23,256.467,510,10,2298.31,275.797,535,10,2516.66,301.999,560,10,1815.92,217.911,585,10,1961.75,235.41,610,10,4083.97,490.076,645,10,1439.31,172.717,680,10,4284.92,514.19,705,10,2050.72,246.086,730,10,7206.27,864.753,760,10,7464.15,895.698,810,10,8925.43,1071.05,860,10,9677.77,1161.33,900,10,2391.65,286.998,940,10,1475.29,177.035,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193255Z,19.5486,20,20,410,10,1790.26,214.832,435,10,1907.9,228.948,460,10,2760.23,331.228,485,10,2257.8,270.936,510,10,2268.21,272.185,535,10,2818.84,338.261,560,10,1827.29,219.275,585,10,1961.75,235.41,610,10,3842.39,461.087,645,10,1376.39,165.167,680,10,3708.03,444.963,705,10,1935.26,232.232,730,10,7360.08,883.21,760,10,7653.8,918.457,810,10,8920.6,1070.47,860,10,9503.88,1140.46,900,10,2436.66,292.399,940,10,1500.88,180.105,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193256Z,19.5489,20,20,410,10,1964.7,235.764,435,10,2082.04,249.845,460,10,3046.19,365.543,485,10,2290.92,274.91,510,10,2418.73,290.248,535,10,2544.55,305.345,560,10,1908.64,229.037,585,10,2084.75,250.17,610,10,4008.76,481.051,645,10,1416.36,169.964,680,10,3551.16,426.139,705,10,1981.79,237.814,730,10,8435.18,1012.22,760,10,8829.66,1059.56,810,10,10277.8,1233.33,860,10,10808,1296.96,900,10,2738.4,328.607,940,10,1706.47,204.776,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193258Z,19.5494,20,20,410,10,1984.27,238.112,435,10,2211.93,265.431,460,10,3325.65,399.078,485,10,2491.31,298.957,510,10,2639.06,316.687,535,10,2886.28,346.354,560,10,2122.51,254.701,585,10,2299.59,275.95,610,10,4561.42,547.37,645,10,1596.97,191.637,680,10,3931.97,471.837,705,10,2169.91,260.389,730,10,8697.28,1043.67,760,10,9237.01,1108.44,810,10,10616.2,1273.95,860,10,11545.9,1385.5,900,10,2853.98,342.477,940,10,1762.94,211.552,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193259Z,19.5497,20,20,410,10,1982.56,237.908,435,10,2210.97,265.316,460,10,3363.72,403.646,485,10,2493.01,299.161,510,10,2651.37,318.164,535,10,2906.38,348.766,560,10,2114.64,253.757,585,10,2308.85,277.062,610,10,4497.61,539.713,645,10,1616.96,194.035,680,10,3988.73,478.648,705,10,2202.17,264.261,730,10,8317.46,998.095,760,10,9050.65,1086.08,810,10,10559.8,1267.18,860,10,11582.3,1389.88,900,10,2872.32,344.678,940,10,1731.17,207.741,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193301Z,19.5503,20,20,410,10,2014.05,241.686,435,10,2214.82,265.778,460,10,3342.36,401.083,485,10,2507.44,300.893,510,10,2763.58,331.63,535,10,3023.76,362.851,560,10,2248.03,269.764,585,10,2382.99,285.959,610,10,4350.61,522.073,645,10,1514.44,181.733,680,10,4201.33,504.159,705,10,2486.4,298.368,730,10,8645.49,1037.46,760,10,9005.3,1080.64,810,10,11127.2,1335.26,860,10,11510.6,1381.27,900,10,2801.19,336.142,940,10,1760.29,211.235,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193303Z,19.5508,20,20,410,10,1948.53,233.824,435,10,2031.05,243.726,460,10,3087.04,370.445,485,10,2329.13,279.495,510,10,2452.95,294.354,535,10,2752.7,330.324,560,10,2019.73,242.368,585,10,2159.31,259.117,610,10,4094.22,491.307,645,10,1454.85,174.583,680,10,3928.88,471.465,705,10,2067.36,248.083,730,10,8231.93,987.832,760,10,9112.5,1093.5,810,10,10726.6,1287.2,860,10,11569.4,1388.32,900,10,2877.87,345.344,940,10,1728.53,207.423,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193304Z,19.5511,20,20,410,10,1841.32,220.958,435,10,2013.73,241.648,460,10,3034.12,364.094,485,10,2272.23,272.668,510,10,2474.84,296.981,535,10,2615.23,313.827,560,10,2077.46,249.296,585,10,2181.22,261.746,610,10,4238.94,508.673,645,10,1490.75,178.89,680,10,3590.38,430.845,705,10,2015.06,241.808,730,10,7678.69,921.442,760,10,8259.88,991.185,810,10,10083.5,1210.02,860,10,11179.3,1341.52,900,10,2616.7,314.004,940,10,1599.7,191.964,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193306Z,19.5517,20,20,410,10,1762.19,211.462,435,10,1878.07,225.368,460,10,2954.28,354.513,485,10,2267.14,272.057,510,10,2340.05,280.806,535,10,2517.96,302.155,560,10,1989.12,238.694,585,10,2121.4,254.568,610,10,4228.68,507.442,645,10,1439.68,172.762,680,10,4483.07,537.968,705,10,1983.14,237.977,730,10,7260.42,871.25,760,10,7705.75,924.69,810,10,9435.57,1132.27,860,10,10461.4,1255.37,900,10,2485.56,298.267,940,10,1554.7,186.564,4.15,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193307Z,19.5519,20,20,410,10,1777.5,213.3,435,10,1897.31,227.678,460,10,2872.57,344.709,485,10,2307.05,276.846,510,10,2647.27,317.672,535,10,2482.94,297.953,560,10,1980.81,237.697,585,10,2126.03,255.124,610,10,4230.96,507.715,645,10,1504.82,180.578,680,10,3785.43,454.251,705,10,2027.29,243.275,730,10,7153.7,858.443,760,10,7384.99,886.198,810,10,9346.12,1121.53,860,10,9958.57,1195.03,900,10,2403.88,288.465,940,10,1536.17,184.341,4.15,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193309Z,19.5525,20,20,410,10,1844.72,221.367,435,10,1895.39,227.447,460,10,2864.22,343.706,485,10,2283.27,273.993,510,10,2309.26,277.111,535,10,2440.79,292.895,560,10,1881.09,225.731,585,10,2050.63,246.076,610,10,4148.92,497.87,645,10,1486.31,178.358,680,10,3857.67,462.92,705,10,1989.26,238.711,730,10,7634.74,916.169,760,10,7904.48,948.537,810,10,9114.82,1093.78,860,10,9939.77,1192.77,900,10,2545.57,305.469,940,10,1618.23,194.188,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193310Z,19.5528,20,20,410,10,1831.11,219.733,435,10,1970.44,236.452,460,10,2963.56,355.627,485,10,2371.58,284.59,510,10,2526.84,303.221,535,10,2635.98,316.317,560,10,2029.35,243.522,585,10,2230.08,267.61,610,10,4584.21,550.105,645,10,1554.78,186.574,680,10,4554.28,546.513,705,10,2208.62,265.035,730,10,7748.53,929.823,760,10,7936.63,952.396,810,10,9753.1,1170.37,860,10,10540.2,1264.82,900,10,2536.68,304.402,940,10,1616.47,193.976,4.16,97
