device_type, software_version, UID,Test, batch, weekday, timestamp_iso8601, decimal_hour, bandwidth_FWHM_nm, field_of_view_FWHM_DEG, irradiance_410nm_purple_wavelength_nm, irradiance_410nm_purple_wavelength_uncertainty_nm, irradiance_410nm_purple_irradiance_uW_per_cm_squared, irradiance_410nm_purple_irradiance_uncertainty_uW_per_cm_squared, irradiance_435nm_blue_wavelength_nm, irradiance_435nm_blue_wavelength_uncertainty_nm, irradiance_435nm_blue_irradiance_uW_per_cm_squared, irradiance_435nm_blue_irradiance_uncertainty_uW_per_cm_squared, irradiance_460nm_dodgerblue_wavelength_nm, irradiance_460nm_dodgerblue_wavelength_uncertainty_nm, irradiance_460nm_dodgerblue_irradiance_uW_per_cm_squared, irradiance_460nm_dodgerblue_irradiance_uncertainty_uW_per_cm_squared, irradiance_485nm_cyan_wavelength_nm, irradiance_485nm_cyan_wavelength_uncertainty_nm, irradiance_485nm_cyan_irradiance_uW_per_cm_squared, irradiance_485nm_cyan_irradiance_uncertainty_uW_per_cm_squared, irradiance_510nm_green_wavelength_nm, irradiance_510nm_green_wavelength_uncertainty_nm, irradiance_510nm_green_irradiance_uW_per_cm_squared, irradiance_510nm_green_irradiance_uncertainty_uW_per_cm_squared, irradiance_535nm_aquamarine_wavelength_nm, irradiance_535nm_aquamarine_wavelength_uncertainty_nm, irradiance_535nm_aquamarine_irradiance_uW_per_cm_squared, irradiance_535nm_aquamarine_irradiance_uncertainty_uW_per_cm_squared, irradiance_560nm_limegreen_wavelength_nm, irradiance_560nm_limegreen_wavelength_uncertainty_nm, irradiance_560nm_limegreen_irradiance_uW_per_cm_squared, irradiance_560nm_limegreen_irradiance_uncertainty_uW_per_cm_squared, irradiance_585nm_yellow_wavelength_nm, irradiance_585nm_yellow_wavelength_uncertainty_nm, irradiance_585nm_yellow_irradiance_uW_per_cm_squared, irradiance_585nm_yellow_irradiance_uncertainty_uW_per_cm_squared, irradiance_610nm_orange_wavelength_nm, irradiance_610nm_orange_wavelength_uncertainty_nm, irradiance_610nm_orange_irradiance_uW_per_cm_squared, irradiance_610nm_orange_irradiance_uncertainty_uW_per_cm_squared, irradiance_645nm_red_wavelength_nm, irradiance_645nm_red_wavelength_uncertainty_nm, irradiance_645nm_red_irradiance_uW_per_cm_squared, irradiance_645nm_red_irradiance_uncertainty_uW_per_cm_squared, irradiance_680nm_black_wavelength_nm, irradiance_680nm_black_wavelength_uncertainty_nm, irradiance_680nm_black_irradiance_uW_per_cm_squared, irradiance_680nm_black_irradiance_uncertainty_uW_per_cm_squared, irradiance_705nm_brown_wavelength_nm, irradiance_705nm_brown_wavelength_uncertainty_nm, irradiance_705nm_brown_irradiance_uW_per_cm_squared, irradiance_705nm_brown_irradiance_uncertainty_uW_per_cm_squared, irradiance_730nm_gray_wavelength_nm, irradiance_730nm_gray_wavelength_uncertainty_nm, irradiance_730nm_gray_irradiance_uW_per_cm_squared, irradiance_730nm_gray_irradiance_uncertainty_uW_per_cm_squared, irradiance_760nm_silver_wavelength_nm, irradiance_760nm_silver_wavelength_uncertainty_nm, irradiance_760nm_silver_irradiance_uW_per_cm_squared, irradiance_760nm_silver_irradiance_uncertainty_uW_per_cm_squared, irradiance_810nm_lightgray_wavelength_nm, irradiance_810nm_lightgray_wavelength_uncertainty_nm, irradiance_810nm_lightgray_irradiance_uW_per_cm_squared, irradiance_810nm_lightgray_irradiance_uncertainty_uW_per_cm_squared, irradiance_860nm_linen_wavelength_nm, irradiance_860nm_linen_wavelength_uncertainty_nm, irradiance_860nm_linen_irradiance_uW_per_cm_squared, irradiance_860nm_linen_irradiance_uncertainty_uW_per_cm_squared, irradiance_900nm_wheat_wavelength_nm, irradiance_900nm_wheat_wavelength_uncertainty_nm, irradiance_900nm_wheat_irradiance_uW_per_cm_squared, irradiance_900nm_wheat_irradiance_uncertainty_uW_per_cm_squared, irradiance_940nm_gold_wavelength_nm, irradiance_940nm_gold_wavelength_uncertainty_nm, irradiance_940nm_gold_irradiance_uW_per_cm_squared, irradiance_940nm_gold_irradiance_uncertainty_uW_per_cm_squared, battery_voltage, battery_percent
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193312Z,19.5533,20,20,410,10,1606.47,192.777,435,10,1709.7,205.164,460,10,2661.82,319.418,485,10,1996.27,239.553,510,10,2395.47,287.457,535,10,2396.7,287.604,560,10,1855.72,222.687,585,10,1914.99,229.799,610,10,3868.6,464.232,645,10,1247.23,149.668,680,10,3349.92,401.99,705,10,1977.71,237.325,730,10,6814.69,817.762,760,10,7418.8,890.256,810,10,8993.94,1079.27,860,10,10124.2,1214.91,900,10,2386.09,286.331,940,10,1453.23,174.388,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193314Z,19.5539,20,20,410,10,1656.68,198.801,435,10,1693.34,203.201,460,10,2582.9,309.948,485,10,1890.13,226.816,510,10,1954.83,234.58,535,10,2155.47,258.656,560,10,1652.79,198.334,585,10,1714.9,205.788,610,10,3328.48,399.417,645,10,1129.17,135.5,680,10,3005.22,360.627,705,10,1686.69,202.403,730,10,7163.9,859.668,760,10,7324.79,878.975,810,10,8341.96,1001.03,860,10,9103.23,1092.39,900,10,2332.75,279.93,940,10,1507.06,180.847,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193315Z,19.5542,20,20,410,10,1690.71,202.885,435,10,1727.98,207.357,460,10,2618.18,314.182,485,10,1845.13,221.416,510,10,1948.67,233.841,535,10,2143.8,257.256,560,10,1563.56,187.628,585,10,1725.01,207.001,610,10,3272.64,392.717,645,10,1156.19,138.742,680,10,2911.31,349.357,705,10,1639.83,196.779,730,10,7323.2,878.784,760,10,7586.19,910.342,810,10,8387.89,1006.55,860,10,9001.02,1080.12,900,10,2424.99,290.999,940,10,1522.06,182.647,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193317Z,19.5547,20,20,410,10,1260.16,151.22,435,10,1451.85,174.222,460,10,2308.09,276.97,485,10,1438.4,172.608,510,10,1788.56,214.628,535,10,2055.61,246.673,560,10,1385.12,166.215,585,10,1545.13,185.416,610,10,2792.91,335.15,645,10,1037.75,124.53,680,10,2921.63,350.596,705,10,1621.15,194.538,730,10,6920.63,830.475,760,10,7241.51,868.981,810,10,7737.53,928.503,860,10,8629.74,1035.57,900,10,2261.07,271.328,940,10,1274.11,152.894,4.16,97
STELLA-Q2, 2.4.0,6858,Shady Grass,2, Friday, 20240209T193320Z,19.5555,20,20,410,10,417.785,50.134,435,10,441.616,52.994,460,10,836.519,100.382,485,10,422.86,50.743,510,10,455.01,54.601,535,10,507.094,60.851,560,10,365.196,43.824,585,10,405.24,48.629,610,10,753.21,90.385,645,10,255.368,30.644,680,10,978.349,117.402,705,10,471.676,56.601,730,10,1504.35,180.522,760,10,2070.53,248.464,810,10,2181.59,261.791,860,10,2516.67,302,900,10,660.149,79.218,940,10,420.881,50.506,4.16,97
STELLA-Q2, 2.4.0,6858,Shady Grass,2, Friday, 20240209T193321Z,19.5558,20,20,410,10,332.697,39.924,435,10,337.706,40.525,460,10,533.85,64.062,485,10,353.232,42.388,510,10,370.85,44.502,535,10,381.941,45.833,560,10,306.152,36.738,585,10,323.096,38.772,610,10,567.471,68.096,645,10,210.216,25.226,680,10,542.839,65.141,705,10,309.017,37.082,730,10,1250.88,150.105,760,10,1465.29,175.835,810,10,1785.89,214.307,860,10,1995,239.4,900,10,473.996,56.879,940,10,301.764,36.212,4.16,97
STELLA-Q2, 2.4.0,6858,Shady Grass,2, Friday, 20240209T193323Z,19.5564,20,20,410,10,280.792,33.695,435,10,279.979,33.597,460,10,423.366,50.804,485,10,296.342,35.561,510,10,298.322,35.799,535,10,332.01,39.841,560,10,250.17,30.02,585,10,271.704,32.604,610,10,462.637,55.516,645,10,172.836,20.74,680,10,453.054,54.366,705,10,249.251,29.91,730,10,976.218,117.146,760,10,1167.61,140.114,810,10,1461.11,175.333,860,10,1683.65,202.038,900,10,399.535,47.944,940,10,234.705,28.165,4.16,97
STELLA-Q2, 2.4.0,6858,Shady Grass,2, Friday, 20240209T193325Z,19.5569,20,20,410,10,245.906,29.509,435,10,232.835,27.94,460,10,354.662,42.559,485,10,254.735,30.568,510,10,251.111,30.133,535,10,250.953,30.114,560,10,185.441,22.253,585,10,213.151,25.578,610,10,373.756,44.851,645,10,138.787,16.654,680,10,333.34,40.001,705,10,185.071,22.208,730,10,794.158,95.299,760,10,912.816,109.538,810,10,1146.81,137.617,860,10,1305.33,156.639,900,10,318.961,38.275,940,10,194.117,23.294,4.16,97
STELLA-Q2, 2.4.0,6858,Shady Grass,2, Friday, 20240209T193326Z,19.5572,20,20,410,10,240.801,28.896,435,10,234.759,28.171,460,10,358.376,43.005,485,10,251.338,30.161,510,10,251.111,30.133,535,10,256.141,30.737,560,10,190.689,22.883,585,10,213.572,25.629,610,10,360.082,43.21,645,10,136.196,16.344,680,10,326.116,39.134,705,10,185.071,22.208,730,10,780.817,93.698,760,10,921.062,110.527,810,10,1137.94,136.553,860,10,1313.55,157.626,900,10,325.073,39.009,940,10,194.117,23.294,4.16,97
STELLA-Q2, 2.4.0,6858,Shady Grass,2, Friday, 20240209T193328Z,19.5578,20,20,410,10,220.38,26.446,435,10,220.327,26.439,460,10,344.449,41.334,485,10,218.223,26.187,510,10,230.584,27.67,535,10,245.117,29.414,560,10,173.632,20.836,585,10,193.352,23.202,610,10,307.665,36.92,645,10,116.951,14.034,680,10,306.508,36.781,705,10,178.958,21.475,730,10,729.809,87.577,760,10,920.238,110.428,810,10,1113.76,133.652,860,10,1288.88,154.666,900,10,319.517,38.342,940,10,187.941,22.553,4.16,97
STELLA-Q2, 2.4.0,6858,Shady Grass,2, Friday, 20240209T193329Z,19.558,20,20,410,10,239.099,28.692,435,10,242.456,29.095,460,10,372.302,44.676,485,10,236.054,28.327,510,10,248.374,29.805,535,10,266.516,31.982,560,10,180.63,21.676,585,10,205.99,24.719,610,10,315.641,37.877,645,10,125.833,15.1,680,10,333.34,40.001,705,10,193.9,23.268,730,10,810.637,97.276,760,10,983.731,118.048,810,10,1137.94,136.553,860,10,1332.35,159.882,900,10,340.632,40.876,940,10,202.941,24.353,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193736Z,19.6267,20,20,410,10,1097.64,131.717,435,10,1612.52,193.503,460,10,1669.32,200.319,485,10,1623.51,194.821,510,10,1400.61,168.073,535,10,1113.4,133.608,560,10,792.935,95.152,585,10,878.721,105.446,610,10,2015.77,241.893,645,10,706.887,84.826,680,10,1396.31,167.558,705,10,541.629,64.995,730,10,2117.23,254.068,760,10,2149.69,257.963,810,10,2397.58,287.709,860,10,2212.36,265.483,900,10,603.47,72.416,940,10,395.293,47.435,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193737Z,19.6269,20,20,410,10,1110.41,133.249,435,10,1651.97,198.236,460,10,1751.95,210.235,485,10,1644.74,197.369,510,10,1431.4,171.768,535,10,1162.68,139.522,560,10,820.051,98.406,585,10,895.571,107.469,610,10,2065.91,247.909,645,10,721.321,86.558,680,10,1489.2,178.703,705,10,572.531,68.704,730,10,2166.67,260,760,10,2203.29,264.395,810,10,2459.63,295.156,860,10,2304.01,276.481,900,10,620.696,74.483,940,10,404.117,48.494,4.15,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193739Z,19.6275,20,20,410,10,1125.72,135.087,435,10,1676.02,201.123,460,10,1787.23,214.468,485,10,1666.81,200.018,510,10,1455.35,174.641,535,10,1197.05,143.646,560,10,831.423,99.771,585,10,913.685,109.642,610,10,2104.66,252.559,645,10,736.495,88.379,680,10,1434.5,172.14,705,10,572.87,68.744,730,10,2216.11,265.933,760,10,2262.66,271.52,810,10,2530.55,303.666,860,10,2338.08,280.569,900,10,638.478,76.617,940,10,416.47,49.976,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193741Z,19.628,20,20,410,10,1139.34,136.72,435,10,1751.07,210.128,460,10,2033.27,243.992,485,10,1685.5,202.26,510,10,1513.5,181.621,535,10,1353.98,162.477,560,10,893.528,107.223,585,10,940.644,112.877,610,10,2136.56,256.387,645,10,747.598,89.712,680,10,1763.71,211.645,705,10,673.726,80.847,730,10,2262.41,271.489,760,10,2309.66,277.16,810,10,2570.85,308.502,860,10,2580.11,309.613,900,10,655.148,78.618,940,10,428.823,51.459,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193742Z,19.6283,20,20,410,10,1150.4,138.048,435,10,1768.39,212.207,460,10,2058.34,247.001,485,10,1711.82,205.418,510,10,1533.35,184.002,535,10,1394.18,167.302,560,10,909.71,109.165,585,10,957.916,114.95,610,10,2160.49,259.259,645,10,757.59,90.911,680,10,1802.93,216.351,705,10,685.95,82.314,730,10,2304,276.48,760,10,2361.61,283.394,810,10,2608.73,313.047,860,10,2610.66,313.279,900,10,672.93,80.752,940,10,437.646,52.518,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193744Z,19.6289,20,20,410,10,1181.88,141.826,435,10,1815.53,217.864,460,10,2108.47,253.017,485,10,1755.12,210.615,510,10,1575.09,189.01,535,10,1431.79,171.815,560,10,939.888,112.787,585,10,988.245,118.589,610,10,2231.14,267.737,645,10,783.867,94.064,680,10,1840.08,220.81,705,10,707.344,84.881,730,10,2376.19,285.143,760,10,2445.72,293.486,810,10,2715.11,325.813,860,10,2701.13,324.135,900,10,695.713,83.486,940,10,454.411,54.529,4.15,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193745Z,19.6292,20,20,410,10,1198.05,143.766,435,10,1833.81,220.058,460,10,2139.11,256.693,485,10,1768.71,212.245,510,10,1603.14,192.377,535,10,1457.73,174.928,560,10,954.321,114.518,585,10,1005.52,120.662,610,10,2269.88,272.386,645,10,795.71,95.485,680,10,1881.36,225.763,705,10,723.304,86.796,730,10,2442.11,293.054,760,10,2507.56,300.908,810,10,2788.44,334.613,860,10,2799.82,335.978,900,10,715.717,85.886,940,10,467.646,56.118,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193747Z,19.6297,20,20,410,10,1200.6,144.072,435,10,1833.81,220.058,460,10,2143.75,257.25,485,10,1780.6,213.672,510,10,1599.03,191.884,535,10,1446.06,173.527,560,10,953.446,114.414,585,10,1011.41,121.37,610,10,2299.51,275.941,645,10,807.184,96.862,680,10,1900.97,228.116,705,10,727.719,87.326,730,10,2484.49,298.139,760,10,2552.92,306.35,810,10,2835.19,340.222,860,10,2839.77,340.772,900,10,731.276,87.753,940,10,474.705,56.965,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193748Z,19.63,20,20,410,10,1202.3,144.276,435,10,1835.74,220.288,460,10,2144.68,257.362,485,10,1778.9,213.468,510,10,1607.24,192.869,535,10,1440.87,172.905,560,10,955.633,114.676,585,10,1015.63,121.875,610,10,2310.91,277.309,645,10,810.884,97.306,680,10,1947.41,233.689,705,10,735.529,88.263,730,10,2504.11,300.493,760,10,2566.11,307.933,810,10,2848.08,341.77,860,10,2863.26,343.592,900,10,734.055,88.087,940,10,477.352,57.282,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193750Z,19.6305,20,20,410,10,1204,144.48,435,10,1839.59,220.75,460,10,2162.32,259.479,485,10,1779.75,213.57,510,10,1604.51,192.541,535,10,1459.03,175.083,560,10,953.884,114.466,585,10,1016.05,121.926,610,10,2302.93,276.352,645,10,809.034,97.084,680,10,1923.67,230.841,705,10,733.152,87.978,730,10,2493.91,299.269,760,10,2564.46,307.735,810,10,2843.24,341.189,860,10,2852.69,342.323,900,10,734.055,88.087,940,10,478.234,57.388,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193752Z,19.6311,20,20,410,10,1207.41,144.889,435,10,1844.4,221.328,460,10,2151.18,258.142,485,10,1781.45,213.774,510,10,1610.67,193.28,535,10,1451.25,174.15,560,10,954.759,114.571,585,10,1017.31,122.077,610,10,2284.7,274.164,645,10,810.884,97.306,680,10,1898.9,227.869,705,10,729.077,87.489,730,10,2495.48,299.457,760,10,2565.29,307.834,810,10,2844.05,341.286,860,10,2846.82,341.618,900,10,736.277,88.353,940,10,478.234,57.388,4.15,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193753Z,19.6314,20,20,410,10,1206.56,144.787,435,10,1843.43,221.212,460,10,2160.47,259.256,485,10,1791.64,214.996,510,10,1622.98,194.758,535,10,1455.79,174.694,560,10,963.943,115.673,585,10,1021.52,122.583,610,10,2306.35,276.762,645,10,811.625,97.395,680,10,2012.43,241.491,705,10,745.716,89.486,730,10,2494.69,299.363,760,10,2582.6,309.912,810,10,2855.33,342.64,860,10,2869.14,344.297,900,10,736.833,88.42,940,10,478.234,57.388,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193755Z,19.6319,20,20,410,10,1209.96,145.195,435,10,1845.36,221.443,460,10,2153.97,258.476,485,10,1799.28,215.913,510,10,1618.19,194.183,535,10,1468.75,176.251,560,10,967.442,116.093,585,10,1026.58,123.189,610,10,2318.88,278.266,645,10,815.326,97.839,680,10,1961.86,235.423,705,10,740.283,88.834,730,10,2507.25,300.87,760,10,2582.6,309.912,810,10,2866.62,343.994,860,10,2877.36,345.284,900,10,739.611,88.753,940,10,479.117,57.494,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193756Z,19.6322,20,20,410,10,1223.57,146.829,435,10,1868.45,224.214,460,10,2186.46,262.375,485,10,1815.41,217.849,510,10,1643.51,197.221,535,10,1488.86,178.663,560,10,975.314,117.038,585,10,1035.42,124.251,610,10,2340.53,280.864,645,10,821.617,98.594,680,10,1960.83,235.299,705,10,755.564,90.668,730,10,2523.73,302.847,760,10,2597.44,311.693,810,10,2886.76,346.412,860,10,2894.99,347.398,900,10,744.613,89.353,940,10,482.646,57.918,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193758Z,19.6328,20,20,410,10,1215.92,145.91,435,10,1857.87,222.944,460,10,2183.68,262.041,485,10,1808.62,217.034,510,10,1638.72,196.646,535,10,1487.56,178.507,560,10,975.752,117.09,585,10,1034.58,124.15,610,10,2335.97,280.317,645,10,820.137,98.416,680,10,1978.37,237.404,705,10,749.112,89.893,730,10,2519.8,302.376,760,10,2595.8,311.495,810,10,2889.18,346.702,860,10,2889.11,346.694,900,10,745.168,89.42,940,10,482.646,57.918,4.15,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193759Z,19.633,20,20,410,10,1208.26,144.991,435,10,1848.24,221.789,460,10,2170.68,260.481,485,10,1797.58,215.71,510,10,1629.82,195.579,535,10,1504.42,180.53,560,10,962.194,115.463,585,10,1022.79,122.734,610,10,2301.79,276.215,645,10,810.514,97.262,680,10,2027.91,243.349,705,10,755.225,90.627,730,10,2495.48,299.457,760,10,2585.9,310.308,810,10,2860.97,343.317,860,10,2882.06,345.847,900,10,741.278,88.953,940,10,479.117,57.494,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193801Z,19.6336,20,20,410,10,1199.75,143.97,435,10,1820.34,218.441,460,10,2123.33,254.799,485,10,1782.29,213.875,510,10,1603.82,192.459,535,10,1449.95,173.994,560,10,952.134,114.256,585,10,1016.47,121.976,610,10,2313.18,277.582,645,10,807.184,96.862,680,10,1926.77,231.212,705,10,734.171,88.1,730,10,2489.98,298.798,760,10,2565.29,307.834,810,10,2860.97,343.317,860,10,2870.31,344.438,900,10,739.056,88.687,940,10,478.234,57.388,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193803Z,19.6342,20,20,410,10,1215.92,145.91,435,10,1833.81,220.058,460,10,2095.48,251.457,485,10,1802.67,216.321,510,10,1617.51,194.101,535,10,1462.92,175.55,560,10,962.194,115.463,585,10,1025.74,123.088,610,10,2317.74,278.129,645,10,818.287,98.194,680,10,2154.84,258.581,705,10,744.698,89.364,730,10,2513.52,301.623,760,10,2623.83,314.86,810,10,2878.7,345.444,860,10,2954.91,354.589,900,10,751.281,90.154,940,10,479.117,57.494,4.16,97
STELLA-Q2, 2.4.0,6858,White Card Shade,3, Friday, 20240209T193804Z,19.6344,20,20,410,10,1209.11,145.093,435,10,1822.27,218.672,460,10,2097.33,251.68,485,10,1792.48,215.098,510,10,1609.98,193.198,535,10,1466.81,176.017,560,10,952.572,114.309,585,10,1019,122.28,610,10,2310.91,277.309,645,10,811.995,97.439,680,10,2003.14,240.377,705,10,750.81,90.097,730,10,2500.18,300.022,760,10,2605.69,312.683,810,10,2867.42,344.091,860,10,2902.04,348.244,900,10,746.835,89.62,940,10,478.234,57.388,4.15,97
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202638Z,20.4439,20,20,410,10,895.133,107.416,435,10,947.695,113.723,460,10,960.929,115.311,485,10,853.362,102.403,510,10,704.067,84.488,535,10,555.079,66.61,560,10,356.012,42.721,585,10,536.247,64.35,610,10,1416.4,169.968,645,10,649.892,77.987,680,10,905.076,108.609,705,10,359.275,43.113,730,10,2107.03,252.843,760,10,1410.87,169.304,810,10,1413.56,169.628,860,10,1259.51,151.141,900,10,462.882,55.546,940,10,527.646,63.318,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202639Z,20.4442,20,20,410,10,882.369,105.884,435,10,949.619,113.954,460,10,991.567,118.988,485,10,888.176,106.581,510,10,717.752,86.13,535,10,560.267,67.232,560,10,347.264,41.672,585,10,537.932,64.552,610,10,1377.65,165.319,645,10,668.027,80.163,680,10,814.259,97.711,705,10,330.071,39.609,730,10,2080.35,249.642,760,10,1387.78,166.533,810,10,1384.55,166.146,860,10,1174.91,140.99,900,10,461.215,55.346,940,10,521.469,62.576,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202641Z,20.4447,20,20,410,10,973.414,116.81,435,10,1046.79,125.615,460,10,1076.98,129.238,485,10,1047.81,125.737,510,10,821.754,98.61,535,10,528.493,63.419,560,10,385.752,46.29,585,10,658.409,79.009,610,10,1798.13,215.776,645,10,764.992,91.799,680,10,964.933,115.792,705,10,306.64,36.797,730,10,2379.33,285.52,760,10,1613.71,193.646,810,10,1849.56,221.947,860,10,1164.34,139.721,900,10,506.781,60.814,940,10,588.528,70.623,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202642Z,20.445,20,20,410,10,954.695,114.563,435,10,975.596,117.072,460,10,847.66,101.719,485,10,1055.45,126.654,510,10,712.278,85.473,535,10,495.421,59.451,560,10,331.957,39.835,585,10,554.782,66.574,610,10,1722.92,206.751,645,10,669.507,80.341,680,10,619.208,74.305,705,10,283.549,34.026,730,10,2045.03,245.404,760,10,1253.37,150.404,810,10,1486.9,178.428,860,10,1111.47,133.376,900,10,405.091,48.611,940,10,545.293,65.435,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202644Z,20.4455,20,20,410,10,901.94,108.233,435,10,839.936,100.792,460,10,813.308,97.597,485,10,836.38,100.366,510,10,646.592,77.591,535,10,582.963,69.956,560,10,316.212,37.945,585,10,509.709,61.165,610,10,1409.56,169.147,645,10,628.426,75.411,680,10,921.588,110.591,705,10,491.371,58.965,730,10,1986.96,238.436,760,10,1499.1,179.892,810,10,1415.17,169.821,860,10,1695.4,203.448,900,10,512.338,61.481,940,10,463.234,55.588,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202645Z,20.4458,20,20,410,10,952.142,114.257,435,10,858.217,102.986,460,10,858.802,103.056,485,10,1086.02,130.322,510,10,727.331,87.28,535,10,582.963,69.956,560,10,393.625,47.235,585,10,609.966,73.196,610,10,1913.22,229.586,645,10,730.203,87.624,680,10,881.34,105.761,705,10,413.947,49.674,730,10,2169.02,260.283,760,10,1373.76,164.851,810,10,1868.1,224.171,860,10,1532.09,183.85,900,10,483.998,58.08,940,10,489.705,58.765,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202647Z,20.4464,20,20,410,10,768.351,92.202,435,10,722.557,86.707,460,10,789.169,94.7,485,10,782.036,93.844,510,10,655.487,78.658,535,10,588.799,70.656,560,10,448.732,53.848,585,10,517.712,62.125,610,10,1329.8,159.576,645,10,576.983,69.238,680,10,1089.81,130.777,705,10,569.135,68.296,730,10,1869.25,224.31,760,10,1579.08,189.49,810,10,2008.32,240.999,860,10,2463.79,295.655,900,10,511.227,61.347,940,10,414.705,49.765,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202649Z,20.4469,20,20,410,10,635.612,76.273,435,10,692.731,83.128,460,10,887.583,106.51,485,10,640.234,76.828,510,10,624.013,74.882,535,10,703.576,84.429,560,10,373.943,44.873,585,10,438.518,52.622,610,10,1075.69,129.083,645,10,437.456,52.495,680,10,1052.65,126.318,705,10,604.112,72.493,730,10,1461.19,175.342,760,10,1470.24,176.428,810,10,1485.29,178.235,860,10,1852.84,222.341,900,10,539.01,64.681,940,10,454.411,54.529,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202650Z,20.4472,20,20,410,10,599.024,71.883,435,10,557.071,66.849,460,10,573.772,68.853,485,10,671.651,80.598,510,10,481.694,57.803,535,10,416.958,50.035,560,10,418.117,50.174,585,10,441.467,52.976,610,10,1150.9,138.107,645,10,456.701,54.804,680,10,888.564,106.628,705,10,496.465,59.576,730,10,1676.99,201.239,760,10,1281.41,153.769,810,10,2195.29,263.435,860,10,2405.05,288.606,900,10,362.86,43.543,940,10,331.764,39.812,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202652Z,20.4478,20,20,410,10,559.032,67.084,435,10,553.223,66.387,460,10,648.047,77.766,485,10,463.618,55.634,510,10,444.062,53.287,535,10,536.274,64.353,560,10,354.7,42.564,585,10,319.305,38.317,610,10,698.513,83.822,645,10,339.38,40.726,680,10,687.321,82.479,705,10,421.418,50.57,730,10,1223.41,146.809,760,10,1057.12,126.854,810,10,1092.81,131.137,860,10,1884.56,226.147,900,10,416.761,50.011,940,10,343.234,41.188,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202653Z,20.448,20,20,410,10,653.481,78.418,435,10,665.792,79.895,460,10,921.007,110.521,485,10,658.065,78.968,510,10,565.854,67.902,535,10,594.635,71.356,560,10,347.702,41.724,585,10,426.723,51.207,610,10,1068.85,128.262,645,10,495.931,59.512,680,10,783.298,93.996,705,10,497.484,59.698,730,10,1819.81,218.378,760,10,1493.32,179.199,810,10,1572.33,188.679,860,10,1575.56,189.067,900,10,508.448,61.014,940,10,459.705,55.165,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202655Z,20.4486,20,20,410,10,635.612,76.273,435,10,668.678,80.241,460,10,815.165,97.82,485,10,678.444,81.413,510,10,594.591,71.351,535,10,607.604,72.913,560,10,346.827,41.619,585,10,481.064,57.728,610,10,1252.31,150.277,645,10,458.921,55.071,680,10,863.796,103.655,705,10,462.847,55.542,730,10,1771.94,212.633,760,10,1656.59,198.791,810,10,1861.65,223.398,860,10,1869.29,224.314,900,10,552.903,66.348,940,10,438.528,52.623,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202656Z,20.4489,20,20,410,10,666.244,79.949,435,10,733.14,87.977,460,10,906.152,108.738,485,10,738.731,88.648,510,10,669.856,80.383,535,10,687.365,82.484,560,10,419.429,50.331,585,10,525.716,63.086,610,10,1207.87,144.944,645,10,505.554,60.666,680,10,1097.03,131.644,705,10,553.854,66.462,730,10,1806.47,216.777,760,10,1728.33,207.4,810,10,1988.98,238.678,860,10,2268.76,272.251,900,10,561.238,67.349,940,10,441.176,52.941,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202658Z,20.4494,20,20,410,10,553.927,66.471,435,10,545.526,65.463,460,10,648.047,77.766,485,10,722.598,86.712,510,10,572.012,68.641,535,10,576.478,69.177,560,10,436.049,52.326,585,10,490.331,58.84,610,10,1308.15,156.977,645,10,477.796,57.336,680,10,937.069,112.448,705,10,494.428,59.331,730,10,1595.38,191.445,760,10,1523.83,182.86,810,10,1826.99,219.239,860,10,1984.43,238.131,900,10,519.562,62.347,940,10,338.823,40.659,4.16,98
STELLA-Q2, 2.4.0,6858,Mud Bank,23, Wednesday, 20240207T202700Z,20.45,20,20,410,10,459.479,55.137,435,10,501.268,60.152,460,10,718.608,86.233,485,10,557.869,66.944,510,10,517.274,62.073,535,10,618.628,74.235,560,10,397.998,47.76,585,10,405.24,48.629,610,10,889.949,106.794,645,10,307.181,36.862,680,10,889.596,106.751,705,10,506.313,60.758,730,10,1235.18,148.222,760,10,1471.88,176.626,810,10,1776.22,213.147,860,10,2206.49,264.779,900,10,520.117,62.414,940,10,325.588,39.07,4.16,98